Empresa;Departamento;Municipio;Direccion;No. Orden;Estado;Regional;Centro de Costo;Centro de Costo OPESE;Orden Interna OPESE;Categoria;Codigo;Descripcion;FechaPedido;FechaAprobado;FechaDespacho;FechaDesde;FechaHasta;MesPedido;Clasificacion;Cantidad;Unidad;Precio Bruto Unitario;IVA;Precio Unitario Con Iva;Precio Total;CódigoHomologo;NombreHomologo;PrecioHomologo
LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BOGOTA;BOGOTA, D.C.;CARRERA 58 # 79 - 36;#000109933;Despachado;LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BODEGA GAITAN ;PV-000151;LT-001.0;Aseo;ASE-000086;Jabón de dispensador para manos 2 - Liquido Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Facturacion sobre pedido;2;GAL;6741;19%;8.021,79;16.043,58;
LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BOGOTA;BOGOTA, D.C.;CARRERA 58 # 79 - 36;#000109933;Despachado;LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BODEGA GAITAN ;PV-000151;LT-001.0;Aseo;ASE-000094;Jabón para loza 1 - Liquido Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Facturacion sobre pedido;2;GAL;7437;19%;8.850,03;17.700,06;
LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BOGOTA;BOGOTA, D.C.;CARRERA 58 # 79 - 36;#000109933;Despachado;LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BODEGA GAITAN ;PV-000151;LT-001.0;Aseo;ASE-000111;Líquido desengrasante - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Facturacion sobre pedido;1;GAL;6206;19%;7.385,14;7.385,14;
LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BOGOTA;BOGOTA, D.C.;CARRERA 58 # 79 - 36;#000109933;Despachado;LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BODEGA GAITAN ;PV-000151;LT-001.0;Aseo;ASE-000138;Tapabocas 1 - Desechable x 25;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Facturacion sobre pedido;1;PAQ;5805;19%;6.907,95;6.907,95;
LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BOGOTA;BOGOTA, D.C.;CARRERA 58 # 79 - 36;#000109933;Despachado;LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BODEGA GAITAN ;PV-000151;LT-001.0;Aseo;ASE-000142;Trapero 2 - Copa 350 gr;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Facturacion sobre pedido;2;UNI;5190;19%;6.176,10;12.352,20;
LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BOGOTA;BOGOTA, D.C.;CARRERA 58 # 79 - 36;#000109934;Despachado;LATIN LOGISTICS COLOMBIA (AVIANCA DEPRISA);BODEGA GAITAN ;PV-000151;LT-001.0;Higiénicos ;HIG-000014;Toallas para manos 6 - en Z DH Blanca x 150 und;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Facturacion sobre pedido;10;UNI;5216;19%;6.207,04;62.070,40;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000004;Ambientador 1 - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;GAL;5750;19%;6.842,50;13.685,00;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000006;Bayetilla 1 - Blanca 100x70;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;UNI;5394;19%;6.418,86;12.837,72;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000009;Blanqueador o hipoclorito 1 - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;GAL;4485;19%;5.337,15;10.674,30;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000012;Bolsas plásticas 1 - Negra 40x55;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;5;PAQ;914;19%;1.087,66;5.438,30;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000017;Bolsas plásticas 15 - Negra 70x90;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;5;PAQ;2669;19%;3.176,11;15.880,55;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000024;Bolsas plásticas 21 - Negra 80x110;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;5;PAQ;4230;19%;5.033,70;25.168,50;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000058;Detergente multiusos en polvo 1000 gr;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;UNI;5578;19%;6.637,82;6.637,82;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000059;Escoba 1 - Suave repuesto 25 cm;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;UNI;2898;19%;3.448,62;3.448,62;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000065;Esponjilla 2 - Doble uso 7x10;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;UNI;564;19%;671,16;1.342,32;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000066;Esponjilla 3 - Abrasiva 9x12;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;UNI;276;19%;328,44;656,88;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000073-9;Guantes 1 - Amarillo Cal 18 a 25 T9;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;UNI;2993;19%;3.561,67;3.561,67;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000076-9;Guantes 4 - Rojo Cal 25 T9;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;PAR;3077;19%;3.661,63;3.661,63;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000077-9;Guantes 5 - Negro cal 35 T9;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;PAR;4017;19%;4.780,23;4.780,23;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000086;Jabón de dispensador para manos 2 - Liquido Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;GAL;7245;19%;8.621,55;17.243,10;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000102;Limpiador multiusos 1 - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;GAL;6210;19%;7.389,90;14.779,80;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000111;Líquido desengrasante - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;GAL;6670;19%;7.937,30;7.937,30;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000114;Líquido para limpiar vidrios 1 - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;GAL;5382;19%;6.404,58;6.404,58;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000138;Tapabocas 1 - Desechable x 25;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;PAQ;6239;19%;7.424,41;7.424,41;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;PALMIRA;CARRERA 28 NO. 27 42;#000109935;Despachado;SERVICAMPO DEL VALLE SAS - PALMIRA;SERVICAMPO DEL VALLE PALMIRA;236;SCV0002.0;Aseo;ASE-000142;Trapero 2 - Copa 350 gr;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;UNI;5578;19%;6.637,82;13.275,64;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000004;Ambientador 1 - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;GAL;5750;19%;6.842,50;13.685,00;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000006;Bayetilla 1 - Blanca 100x70;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;UNI;5394;19%;6.418,86;12.837,72;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000009;Blanqueador o hipoclorito 1 - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;GAL;4485;19%;5.337,15;10.674,30;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000012;Bolsas plásticas 1 - Negra 40x55;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;5;PAQ;914;19%;1.087,66;5.438,30;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000017;Bolsas plásticas 15 - Negra 70x90;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;5;PAQ;2669;19%;3.176,11;15.880,55;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000024;Bolsas plásticas 21 - Negra 80x110;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;5;PAQ;4230;19%;5.033,70;25.168,50;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000058;Detergente multiusos en polvo 1000 gr;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;UNI;5578;19%;6.637,82;6.637,82;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000059;Escoba 1 - Suave repuesto 25 cm;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;UNI;2898;19%;3.448,62;3.448,62;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000065;Esponjilla 2 - Doble uso 7x10;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;UNI;564;19%;671,16;1.342,32;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000066;Esponjilla 3 - Abrasiva 9x12;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;UNI;276;19%;328,44;656,88;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000073-9;Guantes 1 - Amarillo Cal 18 a 25 T9;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;UNI;2993;19%;3.561,67;3.561,67;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000076-9;Guantes 4 - Rojo Cal 25 T9;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;PAR;3077;19%;3.661,63;3.661,63;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000077-9;Guantes 5 - Negro cal 35 T9;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;PAR;4017;19%;4.780,23;4.780,23;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000086;Jabón de dispensador para manos 2 - Liquido Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;GAL;7245;19%;8.621,55;17.243,10;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000102;Limpiador multiusos 1 - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;GAL;6210;19%;7.389,90;14.779,80;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000111;Líquido desengrasante - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;GAL;6670;19%;7.937,30;7.937,30;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000114;Líquido para limpiar vidrios 1 - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;GAL;5382;19%;6.404,58;6.404,58;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000138;Tapabocas 1 - Desechable x 25;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;PAQ;6239;19%;7.424,41;7.424,41;
SERVICAMPO DEL VALLE SAS;VALLE DEL CAUCA;CALI;CARRERA 1A NO. 46C-01;#000109937;Despachado;SERVICAMPO DEL VALLE SAS - CALI;SERVICAMPO DEL VALLE SAS;236;SCV0001.0;Aseo;ASE-000142;Trapero 2 - Copa 350 gr;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;UNI;5578;19%;6.637,82;13.275,64;
FL COLOMBIA S.A.S.;ATLANTICO;BARRANQUILLA;Cra 21a # 35-151;#000109938;Despachado;FL COLOMBIA S.A.S.;FEMSA TALLER PREDIO;78;FEM0002.0;Aseo;ASE-000004;Ambientador 1 - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;GAL;5750;19%;6.842,50;6.842,50;
FL COLOMBIA S.A.S.;ATLANTICO;BARRANQUILLA;Cra 21a # 35-151;#000109938;Despachado;FL COLOMBIA S.A.S.;FEMSA TALLER PREDIO;78;FEM0002.0;Aseo;ASE-000006;Bayetilla 1 - Blanca 100x70;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;2;UNI;5394;19%;6.418,86;12.837,72;
FL COLOMBIA S.A.S.;ATLANTICO;BARRANQUILLA;Cra 21a # 35-151;#000109938;Despachado;FL COLOMBIA S.A.S.;FEMSA TALLER PREDIO;78;FEM0002.0;Aseo;ASE-000009;Blanqueador o hipoclorito 1 - Galon;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;1;GAL;4485;19%;5.337,15;5.337,15;
FL COLOMBIA S.A.S.;ATLANTICO;BARRANQUILLA;Cra 21a # 35-151;#000109938;Despachado;FL COLOMBIA S.A.S.;FEMSA TALLER PREDIO;78;FEM0002.0;Aseo;ASE-000024;Bolsas plásticas 21 - Negra 80x110;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;3;PAQ;4230;19%;5.033,70;15.101,10;
FL COLOMBIA S.A.S.;ATLANTICO;BARRANQUILLA;Cra 21a # 35-151;#000109938;Despachado;FL COLOMBIA S.A.S.;FEMSA TALLER PREDIO;78;FEM0002.0;Aseo;ASE-000026;Bolsas plásticas 23 - Blanca 80x110;2024-03-27;2024-04-01;2024-04-15;2024-04-01;2024-04-15;ABRIL;Tarifa integral;3;PAQ;3798;19%;4.519,62;13.558,86;
